content,score
Ini gmna sih kita udah byar mahal mau nonton ip man 4 malah gk bisa Tlong di perbaiki donk gmna sih gk becusss banget developer nya,1
"Maaf sebelumya setiap kali saya mau nonton di apk ini tiba"" hp saya blank terus tiba"" mati sendiri hpnya Jadi saya uninstal apk ini gara"" hp mati sendiri Tolong solusinya gimana ya Sebenarnya seru nonton di apk ini tapi saya dapat kendala seperti itu",4
Game nya bagus aku suka aku kasih bintang 5,5
Aplikasi nya bagus banget bermanfaat juga,5
Saya g terlalu suka maaf,4
Apakah dividio langganan bisa nonton piala AFC?,3
Ini apk terpelit yg saya pernah kenal karna setiap ada acara olahraga tahunnan pasti ditutup dengan alasan harus membeli paket ini itu apa dia pikir dengan mengistal & membuka itu gratis dari nenek moyangnya nggakkan itu pkek data jiing llu masih kau suruh beli lagi kurang kaya loo,1
nyesel install aplikasi ini saya beli paket dari hasil.nabung malah gk.bisa nonton bola pas gk ada siaran bola sih ada smua chanelnya dan anehnya ketika sepak.bola live malah gk ada MENDING GAUSAH DI DONGLOT DARI PADA NANTI NYESEL,1
Kalau bisa vidionya naikin lg dong jd 2160P 4K,5
"Kecewa sih, baru kali ini kejadian pulsa tiba tiba kesedot padahal lgi ga pengen perpanjang premium jadinya habis 75 ribu. Padahal sebelum ini ga pernah kejadian kaya begini tolong balikin pulsa saya 🙏🏼",2
"Video makin ga ngotak harganya, berlangganan tahunan dari harga 298k tahun kmaren skrg jadi 750k. Udah gitu NBA ga semua match jg ditayangin. MotoGP ga dapat seharga segitu. Ampas emang, udah ga bakal gw rekomendasiin lgi ini aplikaai buat berlangganan. Sampah.",1
Gak bisa masuk anehh,2
"Masih kurang di pencarian dan juga masi belum banyak film yang tampil di aplikasi ini tidak sperti di web sebelah walau ilegal tpi punya banyak film. Saran saya buat lebih banyak masukan film supaya orang orang main suka ama aplikasi ini dan kasih resolusi yang baik tidak sperti high, medium dan rendah kasih yang sperti youtube sperti HD 1k, 4k dan 1k 60fps 4k60fps atau sampe 120fps",3
Saya harapkan jangan terlalu makanan paket,5
"Apk nya jelek banget, ga lengkap dan ga jelas. Yanh di cari apa yang muncul apa. Cuman cari harry potter aja g ada apk apaan nih",1
"Uninstall, mau nonton NBA ternyata isinya sama saja kayak NBA TV, gak lengkap higlight sering telat update. Film2nya juga jadul2 dan sdh ada di netflix.",1
Aplikasi ampas mau langganan aja hrus mengatur negara pantes rating 3.3,1
"Lemottt, buka youtube lancar, cek ping rendah, paketan kenceng. Tapi buka ini kenapa buffering mulu nyesel langganan.",1
Karena tidak ada anime kesukaan ku tensura Berengkarnasi malah menjadi slime 👎,1
Wahh gambar nya jernih untuk live bola sangat membantu good apk,5
Bagus bgt saya beruntung karena menemukan aplikasi ini yg belum download rugi bgt,5
Cuma nonton iklan doang😱😂,1
banyak film yang suaranya dan gerakan filmnya gak pas mohon di perbaiki dan iklan nya mohon di kurangi jangan dikit dikit iklan,1
Saya sudah beli paket platinum di ovo sukses tapi statusnya blm berlangganan,1
Mantapp,5
NASDGM,3
RCTI MNCtv global mana.,3
Entah kenapa kalo nonton di tv suka tiba2 berheti langsung layar hitam,3
"Aplikasi maling ,tau² motong saldo .mending ilangi aja dr muka bumi",1
Hala Madrid,5
Di login di tv lewat QR giliran masuk ga bisa nonton blang hitam. Padahal di HP bisa. Jaringan padahal sama.. bahkan cuman TV aja yg bisa di tonton percuma berbayar woy,1
gila ni aplikasi udah bayar iklan nya masih banyak,1
"Aplikasi komunis,,,tayangan SCTV selain bola lancar lancar aja,,giliran liga Champions tayang disuruh beralih ke platinum atau apalah itu vevek,, padahal di tv gratis live liga Championsnya,,,apa karena penonton yang nonton tv sekarang berkurang drastis???wkwkwk sampah",1
Aplikasi ngga jelas,1
"Apk ga layak ditonton,alergi apk vidio ayo hapus apk vidio",1
"Aplikasi nya bagus cuma pas nonton apaan banget sering delay, terus ngelag sendiri padahal jaringan bagus",2
aplikasi sampah yg buat anak anjg iklan mulu,1
"masa saya udah beli paket nonton bola, tapi pas baru sekali nonton udah disuruh beli lagi,bukanya penipuan ini kan katanya selama 1 bulan,nyesel gua nonton disini",1
"Kurang memuaskan, mau nonton live UCL Semi Final, gak bisa di buka",1
"hi, salken ya, apk ny bagus kokkk",5
"Kecewa, baru pakai paket setengah bulan harus beli paket baru lagi. Lama lama ngk ada yang mau gunakan aplikasi ini",1
mau download aplikasi nya di pc kx susah sekali ya,4
Saat saya cari film nya malah muncul film lain,1
"Bagus, selama aku pakai ini. Alhamdulillah aku bisa lihat film favorit aku. Senang deh🥰❤️",5
Kasi 4 bintang dulu,4
Apk ny bagus tpi bnyk yg premium,5
apk jelek jgn mau download aplg berlangganan. video nya macet² walaupun sudah berlangganan juga. cari apk lain yg bagus. ga worth it apk vidio ini,1
Kenapa setiap malam liat channel trans7 gk bisa trs,2
"Aplikasinya bagus tapi sangat disayangkan paketnya penipuan, berlangganan bulanan belum ada satu bulan sudah tidak bisa di pakai nonton liga Champions 🗿",1
Apk nya bagus tapi harus berlangganan biar videonya gak 1 atau 2 menit jadi malas buat nonton disini,1
"Bagus,tapi sering gangguan ...",3
Aplikasi ini emang bagus tapi gak terlalu bagus. Soal nya gak bisa lihat live bola bolly atau lain nya. Kalok mau live harus beli atau langganan. Mendingan lihat di aplikasi lain atau di TV. Maaf saya kasih bintang satu soal nya aplikasi nya ribet pakek beli paket lagi. Kalok beli paket lagi terus paket yang udah saya beli buat apa dong pengen ngabisin paketan yang banyak eh pas download aplikasi ini malah di suruh pindah lagi. Mendingan liat ke aplikasi lain nya ajah🙏🙏🙏🙏,1
"kok apk dihp saya ga bisa dibuka ya padahal kemaren2 lancar,sekarang dibuka nunggu lama trs kembali ga bisa dibuka sama sekali,mana udah langganan premier lagi kan sayang ga dibuat nonton",1
Amazing,5
Apk nya bagus aku suka tapi untuk iklan akan lebih bagus di kurang kan,5
P noton final ralmdrid vs bayan,2
"Gw top up 50 rbu tapi kaga masuk masuk saldo nya, gw lapora tapi kaga bisa ngirim fto, dah 3x gw gagal top up, sudah rugi 150rbu gw ini",1
"Gk bisa beli paket, padahal saldo mencukupi, malas ngikutin peraturan ini itu, kenapa sih harus di bikin repot",1
Tlng dikasih kerendahan saat nonton film anak sekolahan tampa kuota dri episode pertama sampai episode & terlalu banyak iklan terakhir mksh:) Semoga dibikinin Amiin²,2
"Aplikasi gak jelas, buat aph gua bayar paket yg sama 2kali. Tanpa konfirmasi dlu lagi",1
"Padahal udah langganan masih aja vidio gak bisa di putar, coba download vidio masih aja gak bisa di putar, ini apk makin kesini makin ngaco",1
Kenapa harus mayar lebih baik menunggu dia membayar hutang dari pada harus membayar hanya 1x lihat saja,1
"Saya buat streaming gabisa harus beli paket langganan dulu,payah!!!",1
Payah setiap pembelian paket langganan selalu tidak bisa di klaim. Sedang kan saya beli nya berbarengan sama paket kuota,2
Susah amat mau beli paket juga,1
Apkny udah bagus tapi kok gak ada film the mandalorian?,4
Udah di install tapi gak bisa nonton bri liga 1 gimana ini saat menginstal aplikasi ini beraharap agar bisa nonton persib karena gak tayang di tv ehh pas udah di install malah gak bisa dinonton persib sama sekali kecewa saya,1
🤫 tdk usah di jelaskan ⭐bintang jg mengetahui,1
eror,1
Banyak error nya,1
"wow,keren",5
"Mohon maaf mungkin saya tadi salah pengertian kak, apakah video mini paket itu memang tidak bisa menonton semua film? Dan video mini paket itu untuk nonton apa saja yah kak?",4
Sangat bagus aplikasi ini,5
Ff di a,1
"Ribet gak bisa pembayaran di indomaret or alfamart , PAYAHHHHHH",1
Bagus sekali,5
Kenapa sih sekarang sering banget ngelag.. kadang tidak loading sama sekali padahal koneksi internet full,3
😫😫,5
Good,5
Kadang macet2.salurqn cenel y kurang lebgkap,5
"Mohon kepada developer saya meminta tolong agar semua film harus lengkap supaya semuanya bisa seneng melihat film kesukaan mereka seperti film kesukaan saya yang nama SCRISSON SEVEN, mohon ya kepada developer tambahin film kesukaan saya 🙏🙏🙏😅😅",5
Mau berlangganan tapi selalu error pdahal ada saldo nya hadehhh,1
Vobia,5
"knp saya g bsa berlangganan, aneh banget, padahal pulsa bnyak, lebih dri pada pembayaran, tapi sayang sekali g bisa berlangganan",1
Paketnya mahal masih ada iklan malas,1
apk bego,1
Chenel TV nya kurang lengkap masa gak ada RCTI nya,4
Baik sekali,4
Ok,5
Semua tv streaming android kena blokir tidak bisa nonton sepak boya,1
Tidk rekomdasi aplikasinya suka logout sendiri. Sudh di update tapi tetp saja sama.,1
Aplikasi jelek,1
KONTLO DI GOOGLE ADA TULISAN RCTI DI LINK MVIDEO TAPI GW PREMIUMIN KAGAK ADA,1
Buang buang kuota saja,1
baik,5
Useless,1
Sangat puas,5
butut eweh rcti!!!,1
Apliakasi nya sangat bagus.,5
"JANGAN MAU DI JAJAH APLIKASI VIDEO, TIMNAS YG MAIN KITA HARUS BAYAR PADAHAL QUOTA JUGA KENA TAPI NONTON TIMNAS HARUS BAYAR, APLIKASI TOLOL,JANGAN DOWNLOAD APLIKASI VIDEO,BOIKOT APLIKASI VIDEO",1
Udah langganan. Mau nonton live streaming bola aja gak bisa! Nyesel,1
coba dulu,2
Good job,5
No rcti,2
tiap kali saya putar di tv kadang terhenti dan keluar applikasi..lebih sering macetnya..tolong diperbaiki ya biar gak macet2 lg..soalnya dirumah saya sdh pakai WIFI jd bukan karena sinyal dong,2
Mntp dah,5
Aplikasi nya bagus yang ngga bagus dompet saya aja sih buat berlangganan 😖,5
Apk busuk ga bisa live lagsung Bayak iklan lagi,1
Gajelas,1
Mau nonton Indonesia vs Uzbekistan ga begitu kelihatan.,1
User frendly,5
Banyak iklan nya,1
Ga lengkap jir,1
Jelek,1
Mantepp,5
Ini saya udh paketin diamond tapi ngga bisa nonton yg premier gimna sih,5
Ok,5
tempek,5
payah,1
Saya kasih bintang 3 dulu untuk pemula,3
Siaran tv tdk lngkap,1
Sudah langganan platinum tpi tetep iklan muncul dimana. Mana. Hufff,1
Aplikasinya titid gak bisa di buka dasar mau duit aja buat aplikasi gak ada guna,1
Ok goods,5
"Jrgnnya didayow bolsel kurang bagus alias jelek, mau nonton siaran lgsg susah siarannya.",2
TERLALU BANYAK IKLANNNNN,1
Mantap,5
😈,5
sukses..terus perbaruii..tks,4
Aku coba kasi bintang 5 dulu kalo bagus tetap bintang 5 kalau tidak aku akan kurang kan bintangnya,5
Harus bayar lg,1
Voucher nya gk bisa di gunakan Sama aja bo ong Mending gak usah pke Voucher Voucher an Bikin ilfil Nonton di amazon prime sama disney hotstar aja dah cukup bundling telkomsel,1
Apakah bisa nonton timnas u23,4
"Saya langganan untuk semua perangkat tapi nggak bisa di sambungkan ke Tv Keterangan harus beli paket yg untuk srmua perangkat gimana sih, rugi dong aneh banget🤬🤬🤬",2
"Terlalu banyak iklan nya, udah iklan di tv show-nya , iklan juga di videonya",1
"Ok kak, sudah mantap lagi 🤩",5
Good,5
Kenapa tidak ada chanel RCTI dan News TV Sangat lola,1
Mantap,5
"aplikasi nya bagus video yang ada berkualitas tinggi,dan langganan di aplikasi ini sangat murah.",5
"Bagus sekali, pokoknya rekomendasi banget deh.",5
"Mau daftar paket platinum aja gagal terus ,",4
video banyak yg mengulang dan tidak lancar,1
Bagus banget untuk nonton filmmm🩷😁,5
Aplikasi payah padahal saya sudah berhenti langganan tapi saldo gopay saya kepotong dan dilihat historinya perpanjang langganan tidak ada ini gimana ceritanya bisa begitu korupsi banget mohon coba kalo punya aplikasi itu managementnya yang bener bisa sampe kayak gini ngerugiin orang semoga tidak terjadi diorang lain aplikasi parah,1
"Tambahin lagi film"" shrek atau dreamworks yg lain. Terimakasih",5
Mantap,5
Bagus,5
Aplikasi top marketop bang 😀,4
Siaran News tv ngk ada dengan RCTI,5
"Aplikasinya tidak support untuk Mirroring dengan T Link Head unit Avanza 2023. Cuma keluar suara dan teks saja, gambarnya tidak ada dilayar.",3
kebanyakan iklan,1
vitmet,5
Mantap,5
Aplikasi gak berguna harus bayar dan bayar,1
"Sukaa, apk nya membantu ngedit vidio atau foto jdi lbih aestetick 🥰",5
"Minimal kalau harga naik, kualitas perbaiki, Nonton lag lag",2
Lelet sekali padahal sudh pake jaringan wifi tapi masih saja lelet,1
"Pulsa sudah terpotong tapi paket belum aktif"".apa""an!!!!",1
Bisakah nonton live Indonesia vs Uzbekistan di aplikasi video,5
"Vidio: Sports, Movies, Series is the best",5
"Bisa didijelaskan oh admin video,saya sudah membeli paket Diamond (premier league + platinum) 59000/ bulan tapi pas mau nonton katanya saya gk ada paket bisa tolong bantuuuuuu??????? Terus ini apk klu mau nonton lamaaaaaa bgt loadingnya gk mungkin jaringan wifi,sedangkan buka youtube lancar jaya .",2
"Saya udah bayar bulanan, kenapa tiap nonton harus dimulai dgn iklan. Kecuali saya gratis silahkan iklan sepuasnya",2
Nonotn film kebanyakan leg.. ngga seru.. lebih baik netfilx.,1
min tolong diupdate lagi aplikasi nya ko saya ga bisa mode full layar ya.... Terima kasih🙏,4
min. gimana yah masa aku ga bisa nonton padahal aku dah berlangganan. malah aku disuruh bayar lagi min. mohon penjelasan nya min.,2
Vidio bangke banyakan iklan asuh..,1
Nonton voli aja harus bayar,1
busuk,1
Pokok nya buat video debettt banget deh Semua film ada disitu dan episode nya lengkap bangettttt. Aku paling suka buat nonton drakor. Pokoknya yang terbaik buat aplikasi Vidio 🤗,5
tolong diperbaiki terlalu sering macet ketika menonton. untuk kwalitas gambar oke lah,4
Sumpah ngga lengkap banget Chanel tv nya,3
Jelek mbayar semua,1
Ok bagus,5
Kenapa live streaming harus bayar sih????,1
Taingasu,1
Sangat puas,4
"Kenapa aplikasinya tidak bisa di buka, tidak bisa masuk beranda",1
tv apaan ..mau nonton harus bayar...jadi penjabat hasil suap ya gini..selalu di komersilkan,1
"Semenjak ada elu, mau streaming gratis jadi makin susah",1
Parah malam tidak bisa di buka sama sekali videonya parah2 parah2 jelek bgt aplikasinya ngga bisa buat nonton bola ngga bisa masuk sama sekali,1
saya beli paket ...mo di masukan kodenya gak bisa tolong intruksinya di app video,4
a suka banget sm aplikasi ini,4
Sangat sangat jelek sekali harusnya cukup dengan kuota data semua bisa di tonton.. In kaya belum merdeka aj semuanya serba beli bayar paket ... Preet,1
Sep,5
Not recomended,1
GK bagus lelet,1
jelek,1
Terlalu memikirkan profit dibanding kepuasan konsumen,1
Aplikasih aneh mau beli paket aja gagal terus.. 3jam lebih mau beli paket aja gak bisa....padahal pengin nonton proliga.. 😭😭😭😭,1
buruk,1
mau dukung timnas aja suruh bayar dimana letak jiwa nasionalisme kalian?,1
Boikot mnc,1
Apakah bayar??,4
Bokepbokep Z,5
"Pembayaran otomatis tidak ada notifikasi, padahal sudah saya batalkan langganan saldo saya terpotong aplikasi tidak jelas!!!",1
Sekarang pencarian ftv ngga bs pilih yg terbaru. Dicampur ftv lama jd susah nyarinya,2
"gajelas anjir udah langganan spotv buat nonton TUC tp malah delay, kaga tayang, court 3 sama 4 gatau dibuang kemana! kalian nyuruh langganan buat apa deh! sial bgt nyesel belinya",1
"SELAGI MASIH KAITAN DENGAN MNC GRUB SAYA RIPORT, KARNA MELARANG NOBAR TIMNAS",1
"Si anj,... Gw g beli langganan masa saldo gw kepotong, tiba"" Akun gw udah premium",3
"Tiap mau nonton,,iklan nya 8X berturut-turut,,apaan sihh,gak jelas bangat ni apk...udah pake kuota juga masih aja..jalan satu2nya hapus apk ini,",1
Udah bayar bundling Indosat tapi mau nonton series gak bisa dibuka,1
Knpa ya aplikasinya ko klo mau nonton video ga bsa di putar ya vidionya malah loding terus suruh coba lagi coba lagi,4
"Sblm prabayar bisa dibuka, stlh prabayar esoknya gabisa d buka😭 Dikira jaringan jelek, coba d beberapa tempat berbeda ampe wifi, isi paket data sama hotspot sama aja gabisa. Tolong apk ini knp ya🥲",1
Ttg GG hu hu hu ttg hal TT t TFT to tu kui ftربيgc.,5
"Please, bring back fantasy team",5
percuma paketan vidio epl sinyal unting2 an gajelas.gabakal beli lg udah kapok,1
Buruk,1
Harusnya di ganti namanya jd Vidio iklan. Karna iklannya tiap menit Cox...,1
Aplikasi mudah dalam penggunaan nya ⭐️⭐️⭐️⭐️⭐️,5
Nonton liga Inggris sering banget nge freeze,1
Oke bintang 1 Krn sudah mulai resek..ga bolehin nobar AFC 2024..apaan itu..,1
Ese,4
Terimakasih untuk vidio respon sangat cepat ketika ada masalah...,5
Masa saya ngaktifin tanggal 10 tanggal 25 udah gk aktif lagi aneh cuman 15 hari gk satu bulan,3
"Selamat malam min mau tanya cara ngerubah biar bisa nonton di 3 perangkat gimana ya min? Bisa di Hp, terus 2 Tv gitu soalnya saya langganan yang 110 cuma bisa di hp terus 1 tv,",4
Saya udah bayar pakai google selalu gagal dan pakai pulsa juga gagal malah pulsa saya hilang.,1
"Saya Download aplikasinya dan SUDAH BAYAR PAKETNYA dgn harapan nonton live streaming badminton, ternyata BOHONG",1
Sudah beli paket d link **a untuk klaim kode voucher tidak ada jadi mubadzir voucher saya dan tidak bisa berlangganan lagi,2
Kenapa tidak bisa membayar pakai pulsa saat mengaktifkan paket,5
"Mahal bgt buat nonton emyu, minimal tu series bola kasi 10k-25k Napa(buat mingguan) biar semua orang bisa nonton 😫😫",4
Jelek,1
"Pop up nya ada masalah apa sih, gw kaga mau nonton yg gk gw pilih ya, maksa bgt setiap mau play yg disuka malah nge play yg lain dengan sendirinya, maksudnya apaan, gw bukan user gratis masih aja dikasih pop up kaga guna, gk tertarik gw ngerti gk, biarin gw pilih sendiri yg mau gw tonton nape sih. Capek bgt tiap mo nonton play ini, yg ke play yg ono. GW KAGA MO NONTON SERIES INDO WOY, STOP NGE PLAY NYA SENDIRI. MAKSA BGT.",1
"Hallo admin, mau tanya bagaimana cara nonton ulang tayangan Proliga Hari ini di aplikasi Vidio? Saya sudah membeli paket, cuma tidak tau cara nonton siaran ulangnya. Terimakasih..",2
Udah beli paket tp. Videonya putus-putus. Bahkankualitas vitonya udah paling rendah.,1
Kecewa sekali bahkan nonton siaran ulang pun sulit bahkan ada yg tidak bisa di tonton.. Sudah beli paket sama saja,1
Udah beli paket spotv malah gak bisa,1
"aneh nih, beli paket platinum aktif sampai desember tapi ta bisa akses video2 platinum/premier, harus langganan dulu katanya, padahal mah langganan saya sampai desember 2024",1
udh langganan platinum+ premier league tp malah gabisa nonton aneh,1
gatau blom donlod 🗿,3
Sangat mengecewakan...Uninstal,1
Udah ada paket langganan tapi gak bisa instal itu gimana ya? Apa jaringan saya yg buruk atau gimana?,1
Aplikasi yg sangat bagus Tapi kebanyakan iklannya,5
Yyyy bisa nonton indosiar+SCTV,5
Bagus banget,4
Kecewa betul setiap pemnbayaran lewat pulsa gagal terus padahal pulsa saya lebih dari harga paket premier yang mau di beli Tolong solusinya,4
"Sekarang gw paham kenpa vidio amat rendah bintangnya, pertama, pasti karena berbayar, khususnya acara olahraga nasional, kedua, stiap play, nth smpe menit brpa tiba2 restart ulang vidio dari awal dan resolusi video yang udah di setting tiba2 bisa brubah jadi otomatis sndiri,",1
Konten serial India donggg,3
Nga jelas,1
"Seru bgt nonton di video, semua nya lengkap banget",1
"Tidak ada rcti, padahal sudah langganan diamonds krn mau liat AFC U23",1
Bnyk iklan,5
Tolol,1
"Macet macet kalo diplay, padahal cuma resolusi 360P koneksi stabil, pake WIFI!! Tolong benerin lah",1
"Udah bayar berlangganan. Yg disiarkan ga cocok , blogg memanng video nii",1
Good,5
apk taiii,1
Sangat menghibur,5
GK bgus,1
Bagus,5
Halo kalau boleh tambahin dong di sport sepak bola liga bundesliga germany,5
"Aplikasi video tidak berguna, opratornya cuman tau makan uang pelanggan saja. Tidak ada niatnya untuk memperbaiki aplikasinya sendiri....👎👎👎",1
"Banyak iklan setiap di cepetin 10 detik iklan , abis itu padahal jaringan udh bagus tapi ngeleg bett",2
Bagus sekali,5
Kebanyakan iklan nonton menjadi tidak nyaman dan kurangnya channel TV yang dapat diakses,1
Mau berlaganan malah erorr terus aplikasi jelek,1
Yang di tayang kan bukan di ambil langsung dalam lapangan melainkan mengambil tayangan dalam layar kaca. Kalo di liat tayangan putri tadi jadwal pertama gak ada iklan dan gambar nya jernih. Serta partai ke dua di tayangkan sudah ada iklan dan gambarnya sudah mulai bergaris (tidak jernih). Mohon tampil kan tayangan yang berkualitas gambar nya,1
"Makin ga jelas vidionya mancet tapi suaranya jalan, kadang vidionya berubah jadi hijau kita disini berbayar masak dapatnya kaya gini",1
Setiap masuk ke aplikasi pasti langsung ke puter santri pilihan bunda trus jadi kesel,2
"Kata nya grtis,tpi smua nnton live harus premium .apk apa ini.nyesel gua downlod",1
Kenapa pembelian paket nya selalu eror,1
"gagal memuat halaman kenapa ya,uninstal",1
"Mau tanya setiap pembelian paket pertama kali dpt cashback katanya ,masuknya kemana kok nihil beli 2x pakai 2 hp",1
gabugan,2
Harus beli paket platinum untuk menonton nya😭😭,2
Padahal jaringan saya bagus tapi loading pas mau nonton nya lama nya minta ampun seperti mau menipu padahal saya sudah bayar mahal,1
"Movie nya kurang, aku kira tinggal cari movie suka2 kita, ternyata gk ada dsana. Hade nyesal kalean klo smpe berlangganan.",1
alah mau nonton proliga aja suruh bayar preet lah mau memonopoli olahraga. saya saran kan semua kasi bintang 1 biar ilang sekalian dari PlayStore. kita nonton lewat apk juga udah kena quota. maruk banget,1
Totonan disini selalu seru,5
Aplikasinya bagus dan filmnya update terus,5
Aplikasi gak guna mau lihat live voli aja suruh bayar,1
Jelek lihat voly aj bayae,1
Mantap,5
"Suka lemot dan sering bangett gabisa beli express gabisa diklik apa""",1
Babi la Klian babi,1
Lumayan,4
"Disuruh update tapi ga ada bacaan update di aplikasinya, susah kali mau nonton siaran ulang ya ga sempat di tonton, tolong min gimana ini jadinya?",2
Sangat puas dengan pelayanannya,5
"Saya sudah beli paket platinum tapi filmnya nggak bisa ditonton, PARAH, hati2 semuanya kalau beli paket. Saldo sdh terpotong tp tidak bisa nonton",1
Video apk tempek nggk bisa nonton timnas u23,1
Kurangkn iklanya,1
Udh premium tapi ga bisa nonton live,1
Jelek,1
Jelek banget gada siaran timnas ga disiarin,1
Jos,5
"Gak bisa nonton sepak bola secara live, kenapa ya",5
"Kok gk ada live timnas sih, kocak nyesel beli paket premium",2
Bagus,2
Giliran ada bola aja di ilangin channelnya Kasih * 1 aja nih,1
Gak lengkap!!!,1
Bisa ngga aplikasi ini di buat gratis,5
Jelek,1
RCTI mana anjaaayyyy...... Gk ada chanelnya,1
Kenapa mau beli paket harus pake sandi?,3
Bagus,5
Serba premium sekali kali gratisan,1
Telefisi RCTI,5
Apaan nih App orang sudah langganan Premium malah.. tidak Masuk dan tonton coba lagi coba lagi muluh ... Gak jelas ini App,2
"Platform streaming paling tolol banyak lagnya,padahal bayar.",1
sangat menyenangkan punya aplikasi vidio kt bisaenenon apa saja,5
Mau nyoba dulu🥵,5
"Gajelas setiap kali nonton, buffering mulu, jadi gk nyaman",1
Bsgud,5
Saya cobak dulu,2
"mau nanya, kalau berlangganan lewat hp trus nonton nya di tv bisa ga yah",5
Ternyata berbayar,1
Versi lawas.,5
Jaringan signyalnya lemot buffering,2
saya baru saja klik berlangganan di Video agar bisa nonton poliga dengan nilai paket 39 ribu dan sdh di bayar melalui transaksi shoppe pay dan berhasil tapi kok hanya 2 menit saja bisa trus muncul lagi tulisan mau berlangganan. saya tidak bisa lanjut nonton walau pembelian paket sdh saya lakukan mohon jawabanx,3
Kenapa tidak bisa beli langganan platinum. Eror terus.,1
"APLIKASI TOLOLLLL , PERCUMA DOWNLOAD UJUNG NYA SURUH BELI LANGGANAN TAIII 🤛",1
Cara agar berhasil berlangganan min?,3
"gakenek didownload cok,,,,,",1
"Bgus,ngga ribet",5
Bagus aplikasinya saya tidak takut kelewatan episode terbaru magic5 tapi tolong iklannya dikasih tombol skipnya soalnya saya lagi nonton itu iklannya sampe 5 menitan lebih dan itu gak bisa diskip coba bisa diskip kayak youtube tapi dari segi yg lain bagus cuma kalau gak mau iklan premium,5
Tidak bisa nonton video live sport,5
Padahal sinyal bagus tp ngeleg knapa ya? Padahal langganan.. Sudah byar tp kualitas jelek..,3
Aplikasi nglag mulu,1
😒,1
Klau lihat vidi suru beli...,1
"Yah, lagi adavgangguan Tenang, kami perbaiki dulu ya, kamu bisa coba lagi nanti",1
😭😭🙏🙏,3
Cara masukin kode voucher Telkomsel utk akses video platinum gimana caranya woii...aneh bener,3
Seminggu brpa ya bayarnya,1
Ok,5
Bagus bisa nonton bola disini.berguna untuk aku yang tidak punya TV,5
Kalo untuk berlangganan bgaimna ya caranya,2
"App kurang bagus , yang punya terlalu pelit , kalau mau nonton harus berlangganan atau beli paket dulu, padahal kita buka app sudah pakai data , pelit pelit pelit !!",1
Jelek,1
"Aplikasi berbayar dan beli paket ,habis itu suka macet vidio nya",1
Aplikasi isinya banyak iklan min..,1
Tidak ada paket harian..karna orang jg memilih untuk menonton. Jadi tolong buat kan paket harian. Jangan langsung paket bulanan.,1
mitamit.,1
"Terlalu memaksa kita untuk berlangganan, klo ga berlangganan ga bisa nonton live streming. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",1
"Apa apa berbayar,mau nonton Proliga saja dipersulit",1
Penghambat kemajuan olahraga Indonesia.,1
"Mau nonton aja kudu bayar,,padahal ni aplikasi udah dapet untung dari yg download sama update,,,kocak indonesia Auto uninstall",1
Dpt rekomendasi dari temen,5
Kenapa pro liga harus berbayar sih.,1
nyesel download nonton Proliga aja bayar,1
bagus tapi harus bayar pas kelamaan buat download,4
Bagus,3
Bagus,5
Giliran rame jd berbayar wkwk kocak lu,1
App ngak guna apa2 harus platinum....!!!,1
sangat mempermudah orang yang di luar saja yang tidak mempunyai TV tapi sayang banget banyak iklan nya,4
Bagus Sekali,4
Buruk....taunya bayar....gimana proliga mau dikenal....dikit2 bayar...kalah sama liga korea....,1
Aplikasi nya sangat bagus min gak sia²nge download nya,5
Mau nonton voli aja harus berlangganan adeh. Gimana mau maju . Mau nya cuma mau untung aja.,1
"Lucu, aplikasi banyak iklan",1
"Udah beli platinum, status juga udah ok. Tapi begitu mau nonton selalu gak bisa. Masa disuruh langganan lagi, perbaiki dong",1
Aplikasi sangat bagus GK ada ngelike nya,5
Apk nya bagus wajar kalo ada iklan Dev nya juga butuh penghasilan👍👍,5
Saya belinya paket Proliga tapi dapat paket league mobile,1
Serba duit nonton make pajak,1
top,5
Anjir biasa ny proliga nnti final baru beli paket platinum ini baru pembukaan sdh harus beli paket...,1
"Apa2 duit, apa2 paket, ini tontonan rakyat kenapa kalian seperti itu, kalau bukan utk rakyat jgn disiarkan",1
"Udah Pelanggan aktif tapi ga bisa buat nonton,,,masih awal pertandingan aja sudah ga bisa buat nonton apalagi klo sudah lama",3
☺😆😘😊😇😗😊😊🙂😊☺😇😇😊😊😇😇😊😊😇🙂😊😊🙂😇😊😇🙂😇😊😇🙂😊😊😆😊😊😊🙂😇😊😇🙂😇😊😇😊😇😇🙂😇😊😊😇,5
Nice,5
"Aplikasi yg mahal yg harus bayar 2x,,uninstal lebih baiknya, cm bikin penuh",1
Film lama semua..gk pernah ada film baru,1
Knp sih harus ngulang² terus,3
Ga bisa dipake beberapa kali paketan gue,2
"Aplikasi nya bagus ya meskipun suka tib atib amunsul iklan ,tpi gk masalah sih ,karna sya tau ,tanpa iklan pun aplikasi ini mungkin gk bakalan geratis ,makasih ya ,dan semoga sukses selalu",5
On I . Jg gv ndriani,5
Iklan nya ga kira kira tiap vidio berjalan ada iklan 15 menit 2 kali hedehh,1
"Sangat suka dgn aplikasi ini . Tapi kok saat nonton bisa"" ngelag trus ke ulang dri awal",4
Masih mencoba,4
"Beli paket bundling vidio di mytelkomsel,, tapi tetep aja pembayaran potongan bulanan 43.290 masih ada pulsa langsung terpotong,, padahal masih 1 akun,,",2
